Trial,Episode_Return,Episode_Return_smooth,env_step
2,132,162.54000000000002,105500
2,135,159.38,105750
2,142,155.48000000000002,106000
2,40,150.2,106250
2,154,148.56000000000003,106500
2,141,148.28000000000003,106750
2,67,145.06,107000
2,347,147.46,107250
2,240,145.84000000000003,107500
2,256,144.2,107750
2,332,145.3,108000
2,240,145.46,108250
2,252,146.4,108500
2,259,144.98,108750
2,196,140.74,109000
2,317,143.14,109250
2,62,140.72,109500
2,395,145.44000000000003,109750
2,500,154.86,110000
2,500,160.58,110250
2,500,167.86,110500
2,500,177.38000000000002,110750
2,482,184.8,111000
2,181,185.34000000000003,111250
2,265,187.76,111500
2,282,190.76,111750
2,277,195.96,112000
2,231,198.38,112250
2,221,200.26,112500
2,245,203.06000000000003,112750
2,281,204.68,113000
2,327,208.16000000000005,113250
2,166,209.16000000000005,113500
2,270,213.86,113750
2,206,214.08,114000
2,192,215.62,114250
2,198,214.28,114500
2,184,214.84,114750
2,276,215.82,115000
2,193,216.60000000000005,115250
2,218,217.90000000000003,115500
2,351,224.68,115750
2,414,232.04,116000
2,378,238.92,116250
2,354,245.54,116500
2,346,249.96,116750
2,500,257.38000000000005,117000
2,500,266.72,117250
2,313,272.46,117500
2,421,279.58,117750
2,267,282.28000000000003,118000
2,326,286.1,118250
2,238,288.02,118500
2,162,290.46,118750
2,152,290.42,119000
2,198,291.56000000000006,119250
2,182,293.86,119500
2,157,290.06,119750
2,227,289.8,120000
2,278,290.24,120250
2,300,289.6,120500
2,333,291.46,120750
2,445,295.32000000000005,121000
2,476,299.66,121250
2,459,304.92,121500
2,500,308.58000000000004,121750
2,349,314.32000000000005,122000
2,403,314.48,122250
2,315,310.78,122500
2,194,304.66,122750
2,261,299.88,123000
2,315,296.18,123250
2,208,290.7,123500
2,204,291.16,123750
2,157,289.00000000000006,124000
2,238,288.12,124250
2,194,286.46,124500
2,186,285.56000000000006,124750
2,169,284.52,125000
2,239,284.4,125250
2,220,283.18,125500
2,224,281.12,125750
2,215,282.1,126000
2,248,281.66,126250
2,438,286.3,126500
2,390,290.26,126750
2,500,296.3,127000
2,312,298.86,127250
2,358,300.5,127500
2,457,305.78,127750
2,406,309.54,128000
2,312,308.76000000000005,128250
2,363,307.74,128500
2,500,310.18,128750
2,334,309.78,129000
2,425,311.36,129250
2,298,307.32,129500
2,424,305.79999999999995,129750
2,266,304.86,130000
2,478,306,130250
2,267,306,130500
2,295,305.38,130750
2,416,308.94,131000
2,357,312.84000000000003,131250
2,313,316.06,131500
2,361,319.32,131750
2,294,321.56,132000
2,267,323.76000000000005,132250
2,394,327.1,132500
2,304,327.62,132750
2,475,331.12,133000
2,427,332.99999999999994,133250
2,449,333.08,133500
2,357,330.7,133750
2,400,329.52,134000
2,263,324.78000000000003,134250
2,434,326.4800000000001,134500
2,451,327.44,134750
2,500,331.14000000000004,135000
2,349,334.24,135250
2,362,336.26,135500
2,318,336.31999999999994,135750
2,336,338.87999999999994,136000
2,500,344.8,136250
2,500,351.66,136500
2,319,353.28000000000003,136750
2,500,359.40000000000003,137000
2,500,365.68000000000006,137250
2,300,368.3,137500
2,500,373.52,137750
2,500,379.12,138000
2,479,384.2200000000001,138250
2,492,389.76,138500
2,412,393.04,138750
2,500,394.28,139000
2,500,396.4800000000001,139250
2,500,396.4800000000001,139500
2,404,398.32,139750
2,346,398.08,140000
2,325,395.44,140250
2,301,393.34,140500
2,500,397.1,140750
2,297,395.78,141000
2,355,392.88000000000005,141250
2,360,393.4,141500
2,217,389.24,141750
2,223,387.74,142000
2,241,384.08,142250
2,169,382.14,142500
2,58,373.74,142750
2,176,371.92,143000
2,206,370.14,143250
2,239,366.6,143500
2,278,365.02,143750
2,500,368.7600000000001,144000
2,294,367.42,144250
2,283,367.2,144500
2,181,365.48,144750
2,316,363.92,145000
2,396,365.7600000000001,145250
2,356,363.38000000000005,145500
2,332,361.48,145750
2,181,356.12,146000
2,301,355,146250
2,182,350.64,146500
2,196,349.3,146750
2,190,344.42,147000
2,196,339.32,147250
2,198,333.28,147500
2,212,330.54,147750
2,222,327.74,148000
2,234,326.06,148250
2,243,324.20000000000005,148500
2,279,319.78,148750
2,238,314.54,149000
2,311,314.38,149250
2,416,312.7,149500
2,500,312.7,149750
2,456,315.82,150000
2,442,314.66,150250
2,339,311.44,150500
2,312,308.1,150750
2,309,304.44,151000
2,211,300.42,151250
2,275,295.92,151500
2,500,295.92,151750
2,220,290.32000000000005,152000
2,378,289.8,152250
2,447,291.82000000000005,152500
2,277,290.86,152750
2,370,292.24,153000
2,207,286.38,153250
2,296,286.36,153500
2,377,286.8,153750
2,260,284.8,154000
2,287,286.2,154250
2,240,286.54,154500
2,285,287.42,154750
2,383,291.7,155000
2,179,294.12000000000006,155250
2,318,296.96,155500
2,230,297.44,155750
2,414,300.94,156000
2,300,301.38000000000005,156250
2,219,295.76000000000005,156500
2,276,295.4,156750
2,270,295.14,157000
2,334,298.20000000000005,157250
2,252,296.92,157500
2,402,297.04,157750
2,221,294.34,158000
2,220,292.1,158250
2,222,292.92,158500
2,177,290.44000000000005,158750
2,208,290.96000000000004,159000
2,168,290.4,159250
2,161,289.82,159500
2,255,291.00000000000006,159750
2,167,290.38000000000005,160000
2,192,289.98,160250
2,265,290.84,160500
2,101,288.18,160750
2,213,287.58,161000
2,242,286.84,161250
2,403,290.14,161500
2,191,287.74,161750
2,279,285,162000
2,266,280.32,162250
2,123,273.66,162500
2,142,267.66,162750
2,152,263.92,163000
2,500,267.68,163250
2,226,266.02,163500
2,312,268.04,163750
2,500,272.54,164000
2,243,267.4,164250
2,324,269.48,164500
2,299,267.9,164750
2,274,264.44,165000
2,238,263.66,165250
2,181,259.88000000000005,165500
2,249,260.72,165750
2,236,259.52000000000004,166000
2,235,256.68,166250
2,269,256.86,166500
2,250,256.11999999999995,166750
2,76,252.84,167000
2,245,252.04,167250
2,327,250.92,167500
2,117,249.68,167750
2,279,248.9,168000
2,177,247.84,168250
2,196,243.48,168500
2,248,242.44000000000003,168750
2,173,241.52,169000
2,155,239.1,169250
2,139,236.48,169500
2,211,234.02,169750
2,194,232.86,170000
2,60,226.02000000000004,170250
2,270,227.00000000000003,170500
2,30,223.2,170750
2,78,220.32,171000
2,213,221.04,171250
2,206,221,171500
2,177,221.18,171750
2,50,218.96,172000
2,246,218.78,172250
2,183,219.1,172500
2,53,216.32,172750
2,237,215.76,173000
2,291,219.56,173250
2,315,221.6,173500
2,424,225.24,173750
2,439,225.96,174000
2,340,228.94000000000003,174250
2,264,228.64,174500
2,184,227.00000000000003,174750
2,208,228.7,175000
2,311,232.08,175250
2,325,235.54,175500
2,168,228.9,175750
2,251,229.40000000000003,176000
2,174,226.64,176250
2,169,220.02,176500
2,206,219.28,176750
2,82,214.44,177000
2,220,212.86,177250
2,45,208.28,177500
2,170,206.92,177750
2,55,204.4,178000
2,15,199.72,178250
2,36,195.72,178500
2,22,191.46,178750
2,30,186.68,179000
2,31,182.3,179250
2,26,181.3,179500
2,36,177.12,179750
2,157,173.72,180000
2,24,171.86,180250
2,173,169.74,180500
2,153,169.26000000000002,180750
2,15,165.64,181000
2,36,161.4,181250
2,151,160.95999999999998,181500
2,27,158.39999999999998,181750
2,173,159.08,182000
2,156,157.98000000000002,182250
2,157,157.23999999999998,182500
2,29,156.61999999999998,182750
2,37,151.96,183000
2,19,151.73999999999998,183250
2,24,150.66,183500
2,29,146.98,183750
2,20,143.26,184000
2,17,140.06,184250
2,19,139.43999999999997,184500
2,17,134.86,184750
2,23,131.66,185000
2,36,131.32,185250
2,197,130.52,185500
2,221,129.12,185750
2,223,127.28,186000
2,235,123.5,186250
2,213,118.98,186500
2,218,116.54,186750
2,195,115.16,187000
2,198,115.44,187250
2,177,114.82,187500
2,187,112.34,187750
2,174,109.32,188000
2,165,109.25999999999998,188250
2,178,107.8,188500
2,234,109,188750
2,259,110.8,189000
2,306,112.8,189250
2,408,119.32,189500
2,500,124.92,189750
2,500,134.02,190000
2,500,140.62000000000003,190250
2,272,144.95999999999998,190500
2,159,147.84,190750
2,187,150.86,191000
2,10,150.62,191250
2,9,150.2,191500
2,9,149.76,191750
2,10,149.44000000000003,192000
2,9,148.9,192250
2,11,145.98,192500
2,159,148.68,192750
2,163,148.48,193000
2,202,149.46,193250
2,224,153.64,193500
2,340,159.72,193750
2,500,166.70000000000002,194000
2,391,173.98,194250
2,500,180.52,194500
2,500,187.4,194750
2,500,194.26,195000
2,433,202.34000000000003,195250
2,362,208.84,195500
2,293,214.32,195750
2,293,219.70000000000005,196000
2,275,224.62,196250
2,318,230.58000000000004,196500
2,333,236.9,196750
2,318,242.88,197000
2,298,248.50000000000003,197250
2,282,253.68,197500
2,301,258.98,197750
2,259,260.22,198000
2,233,260.46,198250
2,192,259.84000000000003,198500
2,159,258.32,198750
2,156,257.18,199000
2,22,253.26,199250
2,33,250.01999999999995,199500
2,15,246.36,199750
2,17,243.16,200000
2,15,239.72000000000003,200250
2,17,236.58,200500
2,17,233.62000000000003,200750
2,178,233.62,201000
2,189,232.72,201250
2,205,231.64,201500
2,228,230.08,201750
2,255,227.02000000000004,202000
2,279,222.6,202250
2,318,218.96,202500
2,379,216.54,202750
2,421,219.52,203000
2,500,226.34,203250
2,500,232.6,203500
2,500,242.40000000000003,203750
2,334,248.9,204000
2,260,253.92,204250
2,195,257.62,204500
2,179,261.02000000000004,204750
2,177,264.34000000000003,205000
2,165,264.46,205250
2,156,264.32,205500
2,177,263.82,205750
2,174,262.82,206000
2,166,259.34,206250
2,196,253.26,206500
2,177,248.98,206750
2,167,242.32,207000
2,178,235.88,207250
2,234,230.56,207500
2,259,227.08,207750
2,189,223.62,208000
2,203,221.82,208250
2,252,221,208500
2,283,221.16,208750
2,220,219.2,209000
2,354,219.62000000000003,209250
2,238,218.02,209500
2,211,216.28,209750
2,182,214.28,210000
2,178,211.82,210250
2,145,209.54,210500
2,151,207.9,210750
2,152,207.1,211000
2,153,206.98,211250
2,179,207.44,211500
2,186,210.72,211750
2,204,214.14,212000
2,220,218.24,212250
2,253,222.96,212500
2,288,228.42,212750
2,340,234.88,213000
2,441,243.36,213250
2,421,248.22,213500
2,413,252.7,213750
2,365,255.9,214000
2,500,261.34000000000003,214250
2,500,266.23999999999995,214500
2,436,269.38,214750
2,500,273.02,215000
2,494,275.32,215250
2,394,274.78,215500
2,443,273.64,215750
2,297,269.58,216000
2,295,265.48,216250
2,290,264.6,216500
2,500,269.40000000000003,216750
2,500,275.5,217000
2,500,281.92,217250
2,412,286.62,217500
2,500,293.32000000000005,217750
2,500,300.20000000000005,218000
2,444,305.54,218250
2,500,312.06,218500
2,500,318.74,218750
2,500,324.82,219000
2,440,330.0799999999999,219250
2,357,333.88000000000005,219500
2,322,336.76,219750
2,328,338.64,220000
2,291,339.28,220250
2,308,341.66,220500
2,260,342.8,220750
2,282,343.40000000000003,221000
2,290,343.54,221250
2,305,345.24,221500
2,304,344.24,221750
2,324,345.96000000000004,222000
2,383,349.4,222250
2,297,351.7,222500
2,365,355.44,222750
2,262,357.78,223000
2,232,359.4,223250
2,226,360.88000000000005,223500
2,214,362.1,223750
2,186,362.24,224000
2,189,362.3,224250
2,194,362.1,224500
2,211,361.92,224750
2,212,361.1,225000
2,246,360.26,225250
2,228,358.02,225500
2,238,353.96,225750
2,237,350.28,226000
2,267,347.36000000000007,226250
2,227,344.6,226500
2,265,339.8999999999999,226750
2,252,334.94,227000
2,214,330.49999999999994,227250
2,237,325.2399999999999,227500
2,206,319.48,227750
2,192,315.44,228000
2,194,310.46000000000004,228250
2,187,308.26,228500
2,195,306.26000000000005,228750
2,208,304.62,229000
2,187,298.36,229250
2,192,292.2,229500
2,233,286.86,229750
2,209,282.8,230000
2,250,277.8,230250
2,206,271.92,230500
2,241,267.86,230750
2,205,261.96,231000
2,212,256.2,231250
2,232,250.84,231500
2,200,246.04,231750
2,196,242.82,232000
2,178,239.94,232250
2,201,237.40000000000003,232500
2,214,235.86,232750
2,199,233.68,233000
2,213,232.74,233250
2,201,231.12000000000003,233500
2,231,229.94,233750
2,218,228.2,234000
2,260,227.32,234250
2,264,226.12,234500
2,235,223.16,234750
2,229,221.8,235000
2,240,219.3,235250
2,252,219.1,235500
2,257,219.6,235750
2,262,220.32,236000
2,240,220.84,236250
2,241,221.94,236500
2,316,224.48,236750
2,233,225.26,237000
2,256,226.16000000000005,237250
2,298,227.88,237500
2,275,228.46,237750
2,332,230.54,238000
2,256,230.9,238250
2,243,231.02,238500
2,308,231.84000000000003,238750
2,272,232.74,239000
2,220,231.84,239250
2,278,232.36,239500
2,204,232.16,239750
2,276,232.94,240000
2,299,234.8,240250
2,285,236.66,240500
2,263,238.04,240750
2,289,240.08,241000
2,206,240.3,241250
2,209,240.32,241500
2,234,241.26,241750
2,234,242.1,242000
2,223,241.9,242250
2,209,241.9,242500
2,203,240.96,242750
2,227,241.38,243000
2,197,240.50000000000003,243250
2,244,241.28,243500
2,213,241.3,243750
2,266,241.98,244000
2,250,242.98,244250
2,223,243.52,244500
2,223,244.42,244750
2,290,246.2,245000
2,253,246.98,245250
2,386,250.72000000000008,245500
2,247,251.4,245750
2,380,254.98,246000
2,304,256.44,246250
2,303,258.14,246500
2,500,262.94,246750
2,268,263.02,247000
2,337,265.06,247250
2,284,266.16,247500
2,271,266.78000000000003,247750
2,255,266.84000000000003,248000
2,360,268.9,248250
2,460,272.86,248500
2,462,277.3,248750
2,500,282.48,249000
2,500,286.16,249250
2,277,287.04,249500
2,463,291.18,249750
2,500,295.22,250000
2,275,295.22,250250
2,383,296.24,250500
2,337,297.86,250750
2,282,298.64,251000
2,294,298.36,251250
2,265,298.22,251500
2,306,299.94,251750
2,342,301.22,252000
2,316,303.46,252250
2,316,304.26,252500
2,229,302.86,252750
2,206,301.28,253000
2,272,301.46,253250
2,270,301.08000000000004,253500
2,210,301.16,253750
2,250,301.98,254000
2,155,300.4,254250
2,56,296.84,254500
2,326,298.9,254750
2,320,301.12,255000
2,211,301.28,255250
2,166,300.06,255500
2,205,300.22,255750
2,188,299.1,256000
2,24,295.32000000000005,256250
2,197,293.94,256500
2,251,293.96,256750
2,202,293.54,257000
2,16,289.4,257250
2,343,290.46000000000004,257500
2,258,290.56,257750
2,310,289.04,258000
2,450,293.1,258250
2,500,295.5,258500
2,262,294.66,258750
2,496,298.52,259000
2,170,291.92,259250
2,473,296.02,259500
2,500,299.28,259750
2,352,300.64000000000004,260000
2,192,299.06,260250
2,284,299.64000000000004,260500
2,265,297.74,260750
2,214,292.82000000000005,261000
2,500,293.58,261250
2,499,293.56000000000006,261500
2,500,293.56000000000006,261750
2,399,296,262000
2,374,294.22,262250
2,500,294.22,262500
2,500,298.72,262750
2,424,299.54,263000
2,268,298.16,263250
2,450,301.52,263500
2,288,301.4,263750
2,500,306.1,264000
2,500,309.98,264250
2,338,309.90000000000003,264500
2,493,313.44,264750
2,500,317.12,265000
2,418,320.9,265250
2,422,325.22,265500
2,396,327.69999999999993,265750
2,418,330.66,266000
2,365,333.76,266250
2,452,337.8,266500
2,72,336.14000000000004,266750
2,334,341.7,267000
2,394,343.06,267250
2,364,343.93999999999994,267500
2,317,346.06000000000006,267750
2,427,351.28,268000
2,234,351.86,268250
2,236,352.82000000000005,268500
2,289,358.12,268750
2,484,363.86,269000
2,451,367.86,269250
2,382,371.46,269500
2,379,378.72,269750
2,259,377.04,270000
2,270,377.28,270250
2,360,378.28,270500
2,320,375.68,270750
2,323,372.14,271000
2,322,373.34,271250
2,365,370.7199999999999,271500
2,448,376.28,271750
2,480,376.42,272000
2,418,374.78,272250
2,255,372.84,272500
2,500,379.00000000000006,272750
2,383,380.98,273000
2,308,381.84,273250
2,227,382.1,273500
2,373,379.56,273750
2,257,374.72,274000
2,212,368.96,274250
2,212,365.22,274500
2,196,361.66,274750
2,252,356.70000000000005,275000
2,147,349.64000000000004,275250
2,151,344.18,275500
2,178,342.38,275750
2,173,336.84,276000
2,205,335.17999999999995,276250
2,180,328.7799999999999,276500
2,285,324.48,276750
2,198,321.67999999999995,277000
2,264,317.1,277250
2,336,313.82,277500
2,338,312.22,277750
2,286,309.50000000000006,278000
2,226,306.1,278250
2,188,301.50000000000006,278500
2,228,298.76000000000005,278750
2,221,294.14,279000
2,216,297.02,279250
2,226,294.86,279500
2,430,295.58,279750
2,205,292.4,280000
2,319,292.44,280250
2,210,288.1,280500
2,234,288.1,280750
2,336,290.1,281000
2,378,291.88000000000005,281250
2,212,286.44000000000005,281500
2,500,287.42,281750
2,500,289.78000000000003,282000
2,332,288.84,282250
2,228,288.22,282500
2,320,289.22,282750
2,500,292.02,283000
2,321,292.04,283250
2,261,290.8,283500
2,323,290.82000000000005,283750
2,299,289.5,284000
2,251,285.56,284250
2,254,281.04,284500
2,302,278.72,284750
2,324,280.1,285000
2,327,276.64,285250
2,395,276.88,285500
2,500,280.72,285750
2,191,280,286000
2,281,278.16,286250
2,360,280.22,286500
2,336,282.7,286750
2,500,288.46,287000
2,238,289.3,287250
2,301,290.28000000000003,287500
2,304,293.42,287750
2,299,296.38000000000005,288000
2,483,302.48,288250
2,255,304.12,288500
2,212,304.26,288750
2,213,304.92,289000
2,274,304.7,289250
2,349,307.72,289500
2,338,309.20000000000005,289750
2,410,310.67999999999995,290000
2,461,313.14,290250
2,297,313.36,290500
2,226,313.36,290750
2,354,316.68,291000
2,191,315.94,291250
2,33,312.18,291500
2,303,313.92,291750
2,297,315.34000000000003,292000
2,229,311.32,292250
2,349,314.2,292500
2,281,313.44,292750
2,391,317.06,293000
2,334,319.06,293250
2,375,319.84,293500
2,337,319.02,293750
2,380,322.38,294000
2,123,314.84000000000003,294250
2,355,311.94,294500
2,500,315.3,294750
2,259,315.92,295000
2,327,316.06,295250
2,495,315.96000000000004,295500
2,398,317.5,295750
2,389,320.06,296000
2,297,319.54,296250
2,500,323.56,296500
2,500,328.54,296750
2,500,333.46,297000
2,500,337.42,297250
2,500,340.94,297500
2,494,344.28,297750
2,307,342.52000000000004,298000
2,297,338.46000000000004,298250
2,296,340.56,298500
2,115,337.24,298750
2,286,335.76,299000
2,292,334.88,299250
2,230,329.48,299500
2,217,329.06000000000006,299750
2,326,329.55999999999995,300000
2,455,332.58000000000004,300250
2,500,336.6,300500
2,391,334.76,300750
2,319,336.04,301000
2,297,337.74,301250
2,328,340.0400000000001,301500
2,298,340.52,301750
2,269,338.9200000000001,302000
2,307,338.3,302250
2,283,335.76,302500
2,325,333.04,302750
2,132,329.73999999999995,303000
2,364,332.5,303250
2,431,334.0400000000001,303500
2,500,340.22,303750
2,422,348.00000000000006,304000
2,319,348.32,304250
2,500,352.38,304500
2,453,356.86,304750
2,500,359.88,305000
2,500,364.26,305250
2,500,366.44,305500
2,387,367.5,305750
2,304,366.08,306000
2,454,368.42,306250
