Trial,Episode_Return,Episode_Return_smooth,env_step
1,233,315.67999999999995,54000
1,209,316.42,54250
1,268,315.88,54500
1,228,316.11999999999995,54750
1,186,312.82,55000
1,254,315.29999999999995,55250
1,149,315.24,55500
1,116,314.62,55750
1,118,312.3,56000
1,119,306.84,56250
1,106,298.96,56500
1,122,291.4,56750
1,150,284.4,57000
1,230,279,57250
1,267,279.28000000000003,57500
1,223,273.74000000000007,57750
1,238,268.5,58000
1,261,263.72,58250
1,171,261.42,58500
1,141,259.12,58750
1,183,259.20000000000005,59000
1,171,258.29999999999995,59250
1,171,254.45999999999995,59500
1,309,250.64,59750
1,249,245.86,60000
1,264,241.14,60250
1,478,240.7,60500
1,162,233.94,60750
1,311,230.16,61000
1,140,226.78,61250
1,149,221.50000000000003,61500
1,129,220.68,61750
1,165,220.38,62000
1,178,216.48,62250
1,236,216.8,62500
1,418,219.86,62750
1,329,222.08000000000004,63000
1,387,223.64,63250
1,436,228.64,63500
1,328,230.98,63750
1,194,229.54,64000
1,190,229.06,64250
1,125,224.18,64500
1,126,218.84,64750
1,178,216.42,65000
1,193,214.36,65250
1,206,214.3,65500
1,382,218.84,65750
1,485,224.3,66000
1,359,228.4,66250
1,500,233.74,66500
1,224,234.04,66750
1,206,232.8,67000
1,176,231.76,67250
1,198,232,67500
1,367,234.26,67750
1,224,235.76,68000
1,236,238.16,68250
1,239,240.58,68500
1,208,242.36,68750
1,234,244.92,69000
1,265,247.78,69250
1,231,249.4,69500
1,316,251.12,69750
1,500,255.78,70000
1,185,255.02,70250
1,202,254.3,70500
1,305,255.18,70750
1,301,257.78000000000003,71000
1,199,258.94,71250
1,359,262.46,71500
1,217,263.38,71750
1,239,264.73999999999995,72000
1,260,263.76,72250
1,186,262.5,72500
1,212,261.46000000000004,72750
1,216,256.22,73000
1,267,258.32,73250
1,184,255.78,73500
1,249,257.96,73750
1,205,259.08,74000
1,284,262.18,74250
1,340,265.68,74500
1,168,265.48,74750
1,241,265.58,75000
1,236,261.94,75250
1,300,261.36,75500
1,230,258.22,75750
1,387,257.24,76000
1,322,257.12,76250
1,378,260.8,76500
1,257,262.14,76750
1,300,265.64,77000
1,169,266.49999999999994,77250
1,205,267.04,77500
1,140,265.98,77750
1,155,264.96,78000
1,188,261.08,78250
1,164,254.66,78500
1,180,251.08,78750
1,191,244.9,79000
1,223,244.88,79250
1,262,246,79500
1,150,245.48,79750
1,271,246.94000000000003,80000
1,181,243.22,80250
1,171,242.16,80500
1,124,239.92,80750
1,167,238.48,81000
1,270,239.72,81250
1,278,240.6,81500
1,241,240.12,81750
1,194,239.38,82000
1,133,235.72,82250
1,180,229.32,82500
1,194,229.5,82750
1,153,228.52,83000
1,164,225.7,83250
1,179,223.26,83500
1,84,220.96,83750
1,90,215.58,84000
1,139,214.02,84250
1,93,211.1,84500
1,132,208.54,84750
1,472,214.26,85000
1,156,213.14,85250
1,238,213.58,85500
1,87,209.98,85750
1,100,208.3,86000
1,287,209.06000000000003,86250
1,53,206.02,86500
1,57,201.48,86750
1,83,196.34,87000
1,131,195.6,87250
1,111,193,87500
1,47,189.22,87750
1,95,185.12,88000
1,218,184.88,88250
1,173,180.6,88500
1,407,182.3,88750
1,408,182.9,89000
1,344,184.64,89250
1,254,183.72,89500
1,279,185.92,89750
1,43,182.68,90000
1,173,183.34,90250
1,259,185.42,90500
1,218,186.02,90750
1,248,187.7,91000
1,191,187.92,91250
1,212,188.34,91500
1,220,188.28000000000003,91750
1,243,187.9,92000
1,254,189.98,92250
1,279,190.14000000000004,92500
1,312,192.76,92750
1,87,191.08,93000
1,491,198.42,93250
1,310,201.28,93500
1,230,200.48,93750
1,90,196.72,94000
1,262,197.14,94250
1,245,198.16,94500
1,300,201.5,94750
1,184,201.58,95000
1,202,201.74,95250
1,132,201.32,95500
1,126,200.56,95750
1,178,200.54,96000
1,146,201.78,96250
1,135,202.68,96500
1,158,203.06000000000003,96750
1,158,204.36,97000
1,148,204.68,97250
1,134,197.92,97500
1,17,195.14,97750
1,166,193.7,98000
1,19,192.34,98250
1,138,193.1,98500
1,122,189.8,98750
1,13,189.00000000000003,99000
1,115,190.16000000000005,99250
1,25,189,99500
1,19,186.76,99750
1,47,185.48,100000
1,155,187.64,100250
1,25,186.24,100500
1,262,187.12,100750
1,353,190.72,101000
1,500,192.58,101250
1,409,192.6,101500
1,134,188.4,101750
1,500,193.32,102000
1,500,197.74,102250
1,500,206.88,102500
1,500,213.42,102750
1,500,218.24,103000
1,267,219.22,103250
1,109,216.44000000000003,103500
1,429,221.2,103750
1,348,223.92,104000
1,281,225.14,104250
1,236,225,104500
1,251,224.94,104750
1,187,223.1,105000
1,157,220,105250
1,175,221.76,105500
1,171,215.36,105750
1,156,212.28000000000003,106000
1,38,208.44000000000003,106250
1,216,210.96,106500
1,272,211.16,106750
1,240,211.06000000000003,107000
1,244,209.94,107250
1,294,212.14,107500
1,223,212.56,107750
1,236,214.64,108000
1,227,216.66,108250
1,169,216.48,108500
1,190,217.36,108750
1,226,219.18,109000
1,292,221.86,109250
1,354,225.78000000000003,109500
1,395,230.72,109750
1,402,236.08,110000
1,394,243.62,110250
1,478,249.86,110500
1,500,259.48,110750
1,500,266.72,111000
1,500,274.28,111250
1,500,284.02,111500
1,307,287.86,111750
1,248,292.32000000000005,112000
1,237,296.68,112250
1,191,299.56,112500
1,242,301.3,112750
1,204,304.88,113000
1,193,303.5,113250
1,175,299.94,113500
1,245,294.84,113750
1,207,290.8,114000
1,313,294.38000000000005,114250
1,362,291.62000000000006,114500
1,500,291.62000000000006,114750
1,500,291.62000000000006,115000
1,500,291.62000000000006,115250
1,500,291.62000000000006,115500
1,500,296.28,115750
1,500,304.1,116000
1,393,303.38,116250
1,342,303.26000000000005,116500
1,247,302.58000000000004,116750
1,201,301.88000000000005,117000
1,226,301.38,117250
1,224,302.12,117500
1,34,299.66,117750
1,206,300.28,118000
1,214,301.14000000000004,118250
1,221,302.44,118500
1,176,305.2,118750
1,202,304.92,119000
1,212,303.72,119250
1,216,303.23999999999995,119500
1,257,303.5,119750
1,231,302.23999999999995,120000
1,291,303.6,120250
1,255,303.98,120500
1,193,303.29999999999995,120750
1,205,304.02000000000004,121000
1,272,305.66,121250
1,223,305.6,121500
1,214,304.04,121750
1,217,301.3,122000
1,205,297.5,122250
1,32,290.1,122500
1,161,285.44000000000005,122750
1,162,279.12000000000006,123000
1,161,272.34000000000003,123250
1,164,265.62,123500
1,191,259.44,123750
1,153,252.5,124000
1,172,249.8,124250
1,154,247.92,124500
1,234,247.86,124750
1,43,244.9,125000
1,189,243.84,125250
1,166,243.08,125500
1,213,243.48,125750
1,203,244.04,126000
1,192,242.98,126250
1,181,242.46,126500
1,146,239.12,126750
1,29,232.46,127000
1,161,225.68,127250
1,188,219.44,127500
1,121,211.86,127750
1,147,204.8,128000
1,29,195.38,128250
1,25,185.88,128500
1,30,178.62000000000003,128750
1,39,172.56,129000
1,113,169.88,129250
1,17,166.2,129500
1,123,164.14,129750
1,117,162,130000
1,116,163.64,130250
1,44,160.39999999999998,130500
1,43,156.98,130750
1,102,154.60000000000002,131000
1,209,155.26000000000002,131250
1,271,156.64,131500
1,267,157.73999999999998,131750
1,74,154.9,132000
1,265,155.06,132250
1,270,155.84,132500
1,290,155.82,132750
1,276,156.23999999999998,133000
1,264,157.66,133250
1,174,157.04000000000002,133500
1,183,155.26000000000002,133750
1,38,151.56,134000
1,119,149.66000000000005,134250
1,40,146.12,134500
1,152,145.06,134750
1,151,147.44,135000
1,150,147.22000000000003,135250
1,163,147.24,135500
1,21,144.44,135750
1,148,144.12,136000
1,168,143.66,136250
1,30,141.2,136500
1,155,140.86,136750
1,148,140.74,137000
1,214,140.34000000000003,137250
1,178,143.04,137500
1,247,144.2,137750
1,249,145.86,138000
1,213,145.86,138250
1,252,146.84,138500
1,343,149.86,138750
1,492,156.07999999999998,139000
1,396,161.08,139250
1,500,170.5,139500
1,330,173.88,139750
1,336,176.84,140000
1,265,179.72,140250
1,420,185.18,140500
1,273,190.06,140750
1,368,196.92,141000
1,319,202.7,141250
1,189,205.7,141500
1,179,207.02,141750
1,185,210.38,142000
1,36,208.64,142250
1,26,206.82,142500
1,22,204.94,142750
1,39,204.84000000000003,143000
1,19,204.36,143250
1,23,202.78,143500
1,45,199.5,143750
1,24,194.56,144000
1,221,193.64,144250
1,111,194.38,144500
1,170,192.48,144750
1,228,191.64,145000
1,259,191.02,145250
1,421,193.92,145500
1,249,193.62,145750
1,478,199.7,146000
1,317,202.38,146250
1,347,208.56,146500
1,185,209.88,146750
1,212,213.32,147000
1,234,214.96,147250
1,247,216.88,147500
1,206,218,147750
1,291,220.56,148000
1,150,223.14,148250
1,260,225.38,148500
1,409,230.2,148750
1,261,234.82,149000
1,183,235.38,149250
1,160,235.62,149500
1,155,234.44000000000003,149750
1,157,234.02,150000
1,157,232.22,150250
1,138,230,150500
1,159,228.92,150750
1,159,227.06,151000
1,168,223.56,151250
1,132,216.36,151500
1,160,211.64,151750
1,186,205.36,152000
1,178,202.32,152250
1,185,199.3,152500
1,212,198.24000000000004,152750
1,211,194.06,153000
1,295,194.5,153250
1,279,192.72000000000003,153500
1,257,191.48,153750
1,281,193.32,154000
1,219,194.12,154250
1,229,195,154500
1,198,198.24,154750
1,234,202.4,155000
1,203,206.02,155250
1,209,209.42,155500
1,198,213,155750
1,229,217.12,156000
1,220,220.62,156250
1,229,224.72,156500
1,282,225.94,156750
1,277,229.26,157000
1,334,232.54,157250
1,320,234.38,157500
1,339,235.98,157750
1,457,236.7,158000
1,384,239.4,158250
1,366,237.16,158500
1,333,237.48,158750
1,315,236.84000000000003,159000
1,279,238.72,159250
1,299,240.46000000000004,159500
1,232,240.42,159750
1,268,240.84000000000003,160000
1,220,241.12,160250
1,201,239.32,160500
1,277,241.86,160750
1,206,240.78000000000003,161000
1,206,236.72000000000003,161250
1,183,235.16,161500
1,173,234.96000000000004,161750
1,208,235.92,162000
1,182,236.46,162250
1,183,236.98,162500
1,235,238.54,162750
1,186,239.5,163000
1,172,239.76,163250
1,225,241.08,163500
1,195,241.62000000000003,163750
1,232,243.62,164000
1,197,244.36,164250
1,209,244.82,164500
1,190,245.06,164750
1,178,244.92,165000
1,201,244.7,165250
1,206,244.6,165500
1,177,242.24,165750
1,198,240.62,166000
1,175,238.98,166250
1,158,236.52,166500
1,169,235.52,166750
1,208,235.1,167000
1,183,234.8,167250
1,161,233.34,167500
1,191,233.1,167750
1,235,233.62,168000
1,183,233.32,168250
1,220,233.14,168500
1,203,232.8,168750
1,237,232.96,169000
1,190,231.12000000000003,169250
1,210,229.78,169500
1,219,227.48,169750
1,217,225.42,170000
1,196,222.56,170250
1,192,217.26,170500
1,228,214.14,170750
1,54,207.9,171000
1,264,206.52,171250
1,223,204.68,171500
1,231,203.72,171750
1,222,202.18,172000
1,178,201.1,172250
1,192,199.58,172500
1,213,199.44,172750
1,187,199.16,173000
1,180,197.22,173250
1,41,193.92,173500
1,169,193.18,173750
1,191,193.34,174000
1,193,193.74,174250
1,228,194.14,174500
1,169,193.88,174750
1,191,194.04,175000
1,163,192.6,175250
1,236,193.6,175500
1,229,194.74,175750
1,214,194.52,176000
1,236,195.34,176250
1,256,195.82,176500
1,280,197.48,176750
1,236,198.02,177000
1,319,200.6,177250
1,299,203.02,177500
1,229,203.58,177750
1,220,203.86,178000
1,220,204.72000000000003,178250
1,201,204.78,178500
1,232,205.92,178750
1,216,207.08,179000
1,193,207.56,179250
1,226,207.92,179500
1,238,209.02,179750
1,241,210.62,180000
1,203,210.86,180250
1,234,210.84000000000003,180500
1,261,212.40000000000003,180750
1,260,213.2,181000
1,243,214.00000000000003,181250
1,270,214.66000000000005,181500
1,259,216.04,181750
1,334,218.52,182000
1,263,219.4,182250
1,276,220.58,182500
1,363,223.92000000000004,182750
1,277,225.62,183000
1,296,226.98,183250
1,288,231.66,183500
1,266,231.7,183750
1,257,232.38,184000
1,273,233.22000000000003,184250
1,259,233.96,184500
1,307,236.54,184750
1,206,236.82,185000
1,213,236.82,185250
1,252,238.12,185500
1,218,238.88,185750
1,242,242.9,186000
1,220,243.92,186250
1,236,244.82,186500
1,216,245.28000000000003,186750
1,200,244.72000000000003,187000
1,234,246.02,187250
1,213,246.46,187500
1,200,247.2,187750
1,194,246.36,188000
1,223,246.24,188250
1,257,247.1,188500
1,221,246.8,188750
1,236,246.4,189000
1,283,246.46,189250
1,272,247.18,189500
1,263,246.06,189750
1,201,244.1,190000
1,215,243.82,190250
1,216,243.74,190500
1,198,243.3,190750
1,196,243.2,191000
1,161,241.78,191250
1,160,240.66,191500
1,184,240.48,191750
1,188,239.72,192000
1,142,237.8,192250
1,189,236.76,192500
1,157,235.84,192750
1,174,234.64,193000
1,164,232.7,193250
1,192,231.34,193500
1,193,230.34,193750
1,178,228.5,194000
1,247,228.26,194250
1,215,225.88,194500
1,230,225.22000000000003,194750
1,205,223.80000000000004,195000
1,223,221,195250
1,256,220.58,195500
1,251,219.68,195750
1,273,219.38,196000
1,289,219.84,196250
1,266,220.02,196500
1,289,220.34,196750
1,253,220.22000000000003,197000
1,280,219.68,197250
1,427,224.1,197500
1,292,225.68,197750
1,300,226.64,198000
1,289,228.06,198250
1,237,227.96,198500
1,246,228.48,198750
1,236,228.48,199000
1,206,228.28,199250
1,225,228.78,199500
1,218,228.46,199750
1,38,224.96,200000
1,192,224.8,200250
1,216,225.24,200500
1,166,224.1,200750
1,187,222.7,201000
1,195,222.18,201250
1,252,222.5,201500
1,214,221.12,201750
1,224,220.16000000000005,202000
1,277,220.44,202250
1,311,222.64,202500
1,23,218.8,202750
1,500,224.48,203000
1,474,230,203250
1,500,236.08,203500
1,472,242.3,203750
1,339,245.88,204000
1,291,248.02,204250
1,259,249.44000000000003,204500
1,235,251.29999999999995,204750
1,233,252.18,205000
1,193,252.9,205250
1,230,254.02,205500
1,176,254.26000000000005,205750
1,175,253.92,206000
1,30,250.66000000000005,206250
1,47,248.04,206500
1,147,246.04,206750
1,176,245.26,207000
1,196,244.58,207250
1,207,244.62,207500
1,200,244.16000000000005,207750
1,323,245.5,208000
1,427,249.02,208250
1,442,252.39999999999995,208500
1,500,256.62,208750
1,500,261.29999999999995,209000
1,409,263.7,209250
1,493,268.49999999999994,209500
1,369,270.28000000000003,209750
1,333,268.4,210000
1,286,268.28000000000003,210250
1,424,270.76,210500
1,280,270.58,210750
1,325,272.34000000000003,211000
1,351,274.44,211250
1,438,278.48,211500
1,313,280.62000000000006,211750
1,318,282.48,212000
1,500,288.12,212250
1,500,297.36,212500
1,431,302.14,212750
1,367,305.16,213000
1,379,309.42,213250
1,396,313.6,213500
1,500,319.70000000000005,213750
1,297,320.6,214000
1,500,326.32,214250
1,392,329.67999999999995,214500
1,300,330.14000000000004,214750
1,353,330.98,215000
1,201,334.54,215250
1,280,330.14,215500
1,226,325.1799999999999,215750
1,191,319,216000
1,152,312.6,216250
1,225,310.32,216500
1,161,307.72,216750
1,197,306.48,217000
1,500,311.78000000000003,217250
1,421,315.54,217500
1,265,316.98,217750
1,311,318.6,218000
1,238,319.84,218250
1,370,323.74,218500
1,321,329.55999999999995,218750
1,242,333.46,219000
1,402,338.56,219250
1,336,341.76,219500
1,386,345.56,219750
1,323,347.88,220000
1,500,353.88,220250
1,500,357.42,220500
1,500,358.88,220750
1,417,358.38000000000005,221000
1,403,356.44,221250
1,305,352.54,221500
1,500,354.36,221750
1,323,350.9599999999999,222000
1,349,350.56,222250
1,350,350.90000000000003,222500
1,388,352.94,222750
1,322,350.90000000000003,223000
1,500,355.3,223250
1,356,355.92,223500
1,488,358.66,223750
1,335,356.6,224000
1,276,355.86,224250
1,215,353.8,224500
1,256,348.92,224750
1,236,343.64000000000004,225000
1,248,339.98,225250
1,268,337.99999999999994,225500
1,245,335.32000000000005,225750
1,250,332.40000000000003,226000
1,278,327.96,226250
1,251,327.04,226500
1,214,321.32,226750
1,201,317.50000000000006,227000
1,191,315.32,227250
1,177,311.8,227500
1,133,310.44,227750
1,138,307.6,228000
1,137,305.82,228250
1,149,304.98,228500
1,128,304.5,228750
1,134,302.68,229000
1,142,302.3,229250
1,136,301.08000000000004,229500
1,135,293.78,229750
1,167,288.7,230000
1,179,286.98,230250
1,199,284.74,230500
1,210,284.18,230750
1,200,280.78000000000003,231000
1,191,278.18,231250
1,186,277.05999999999995,231500
1,184,272.7,231750
1,196,269.90000000000003,232000
1,191,266,232250
1,201,263.55999999999995,232500
1,178,257.12,232750
1,210,251.32,233000
1,243,246.18,233250
1,250,242.84,233500
1,248,239.74,233750
1,197,237.58,234000
1,232,232.22,234250
1,205,229.86,234500
1,234,227.56,234750
1,223,225.02000000000004,235000
1,189,221.04,235250
1,253,219.66000000000005,235500
1,219,214.04,235750
1,233,211.58,236000
1,271,207.24,236250
1,385,208.24,236500
1,339,209.5,236750
1,362,212.44,237000
1,500,217.32,237250
1,349,219.58,237500
1,423,223.08,237750
1,500,227.72,238000
1,258,227.98,238250
1,265,228.28,238500
1,328,229.28,238750
1,183,227.92,239000
1,202,227.68,239250
1,147,226.6,239500
1,142,225.62,239750
1,150,225.08000000000004,240000
1,149,225.4,240250
1,179,226.22,240500
1,180,227.08,240750
1,242,228.94000000000003,241000
1,284,232.06,241250
1,245,234.28000000000003,241500
1,327,237.98,241750
1,441,244.08,242000
1,257,246.52,242250
1,343,250.04000000000005,242500
1,171,249.88,242750
1,253,250.96,243000
1,174,250.24,243250
1,145,249.14,243500
1,135,248.02,243750
1,22,244.74,244000
1,56,242.18,244250
1,134,240.94000000000003,244500
1,123,239.58,244750
1,161,238.78,245000
1,151,238.24,245250
1,175,237.54,245500
1,217,237.02,245750
1,235,236.72000000000003,246000
1,213,236.02,246250
1,285,237.78,246500
1,210,237.34000000000003,246750
1,182,236.88,247000
1,254,237.28000000000003,247250
1,208,236.98,247500
1,204,237.28,247750
1,171,235.64,248000
1,266,236.58,248250
1,280,237.52,248500
1,277,237.64,248750
1,372,237.38,249000
1,348,237.56,249250
1,357,237.46000000000004,249500
1,363,234.72,249750
1,417,236.08,250000
1,500,237.62,250250
1,459,236.8,250500
1,500,241.64,250750
1,399,244.32,251000
1,500,247.76000000000005,251250
1,443,252.96,251500
1,500,258.92,251750
1,313,262.24,252000
1,267,264.73999999999995,252250
1,273,267.2,252500
1,331,270.84,252750
1,385,274.96,253000
1,317,277.7,253250
1,254,277.94,253500
1,228,276.82,253750
1,92,273.76,254000
1,235,271.92,254250
1,235,267.8,254500
1,216,266.98,254750
1,245,265.02000000000004,255000
1,224,266.08,255250
1,245,265.92,255500
1,212,266.67999999999995,255750
1,292,269.61999999999995,256000
1,313,273.18,256250
1,266,278.06,256500
1,246,281.86,256750
1,284,284.86,257000
1,295,288.3,257250
1,317,291.42,257500
1,318,294.76000000000005,257750
1,317,297.6,258000
1,255,298.36,258250
1,256,298.78,258500
1,244,299.4,258750
1,210,297.90000000000003,259000
1,266,299.02,259250
1,247,300.32,259500
1,284,300.92,259750
1,258,301.92,260000
1,263,303.1,260250
1,226,304.2,260500
1,202,302.92,260750
1,214,301.6,261000
1,198,300.02,261250
1,193,296.44000000000005,261500
1,23,289.94,261750
1,173,286.26,262000
1,15,279.3,262250
1,128,273.52,262500
1,177,267.06,262750
1,23,258.34000000000003,263000
1,177,251.88,263250
1,17,244.24000000000004,263500
1,27,234.78,263750
1,171,229.34,264000
1,18,219.7,264250
1,187,217.18000000000004,264500
1,20,212.24,264750
1,198,210.74,265000
1,22,204.56,265250
1,25,197.36,265500
1,179,194.6,265750
1,16,189.84,266000
1,24,185.76,266250
1,13,184.18000000000004,266500
1,21,179.89999999999998,266750
1,14,175.47999999999996,267000
1,14,171.44,267250
1,19,166.92000000000002,267500
1,18,162.79999999999998,267750
1,16,158.22,268000
1,14,154.26000000000002,268250
1,27,148.95999999999998,268500
1,15,143.00000000000003,268750
1,128,140.24,269000
1,19,135.70000000000002,269250
1,13,130.28,269500
1,24,124.86,269750
1,13,118.78,270000
1,17,112.76,270250
1,22,106.86,270500
1,20,102.15999999999998,270750
1,18,97.4,271000
1,14,92.8,271250
1,126,91.12,271500
1,16,86.12,271750
1,25,81.68000000000002,272000
1,14,76.28000000000002,272250
1,13,71.38000000000001,272500
1,10,66.32,272750
1,11,62.02,273000
1,11,58.2,273250
1,13,54.18,273500
1,12,50.46000000000001,273750
1,12,46.84,274000
1,14,46.66,274250
1,15,43.50000000000001,274500
1,17,43.540000000000006,274750
1,15,41.28,275000
1,16,38.06,275250
1,17,37.940000000000005,275500
1,16,34.72,275750
1,13,34.64,276000
1,14,34.38000000000001,276250
1,10,31.160000000000007,276500
1,11,31.020000000000007,276750
1,13,27.540000000000006,277000
1,12,27.38000000000001,277250
1,24,23.90000000000001,277500
1,14,23.74000000000001,277750
1,18,23.600000000000005,278000
1,16,20.340000000000007,278250
1,14,20.300000000000004,278500
1,17,20.160000000000004,278750
1,18,20.260000000000005,279000
1,14,20.120000000000005,279250
1,15,20.14,279500
1,14,20.14,279750
1,12,20.000000000000004,280000
1,10,19.840000000000003,280250
1,9,19.700000000000006,280500
1,10,19.620000000000005,280750
1,8,19.24,281000
1,9,19.120000000000005,281250
1,10,16.760000000000005,281500
1,10,16.580000000000005,281750
1,9,16.500000000000004,282000
1,12,16.26000000000001,282250
1,11,16.220000000000006,282500
1,11,16.100000000000005,282750
1,15,15.960000000000006,283000
1,10,15.760000000000003,283250
1,10,15.600000000000003,283500
1,10,15.520000000000003,283750
1,8,13.160000000000004,284000
1,9,13.020000000000003,284250
1,11,12.740000000000006,284500
1,10,12.660000000000004,284750
1,11,12.620000000000005,285000
1,10,12.620000000000005,285250
1,9,12.580000000000004,285500
1,9,12.540000000000004,285750
1,10,12.480000000000006,286000
1,10,12.440000000000005,286250
1,10,12.400000000000004,286500
1,8,12.280000000000005,286750
1,9,12.160000000000004,287000
1,11,12.040000000000004,287250
1,11,11.960000000000004,287500
1,10,11.840000000000003,287750
1,9,11.680000000000003,288000
1,10,11.560000000000004,288250
1,11,11.520000000000008,288500
1,10,11.440000000000005,288750
1,11,11.460000000000004,289000
1,21,11.660000000000004,289250
1,9,11.580000000000004,289500
1,15,11.640000000000004,289750
1,13,11.420000000000003,290000
1,15,11.440000000000005,290250
1,11,11.300000000000006,290500
1,32,11.620000000000005,290750
1,53,12.400000000000004,291000
1,21,12.480000000000006,291250
1,48,13.080000000000004,291500
1,39,13.580000000000004,291750
1,30,13.880000000000004,292000
1,91,15.420000000000003,292250
1,71,16.600000000000005,292500
1,108,18.56000000000001,292750
1,29,18.960000000000004,293000
1,89,20.540000000000003,293250
1,15,20.680000000000003,293500
1,148,23.46,293750
1,279,28.840000000000003,294000
1,262,33.88000000000001,294250
1,277,39.24,294500
1,326,45.52,294750
1,310,51.50000000000001,295000
1,353,58.34,295250
1,329,64.62,295500
1,289,70.2,295750
1,211,74.22000000000001,296000
1,217,78.36,296250
1,160,81.4,296500
1,17,81.56,296750
1,19,81.72,297000
1,16,81.84,297250
1,11,81.84,297500
1,9,81.82000000000001,297750
1,8,81.80000000000001,298000
1,8,81.78,298250
1,9,81.76,298500
1,9,81.74000000000001,298750
1,10,81.74,299000
1,9,81.76,299250
1,10,81.78,299500
1,9,81.74000000000001,299750
1,10,81.72,300000
1,10,81.72,300250
1,8,81.69999999999999,300500
1,10,81.69999999999999,300750
1,10,81.68000000000002,301000
1,9,81.66000000000001,301250
1,9,81.62000000000002,301500
1,10,81.4,301750
1,10,81.41999999999999,302000
1,8,81.28,302250
1,9,81.2,302500
1,10,81.1,302750
1,10,81.08,303000
1,9,80.62,303250
1,8,79.72,303500
1,9,79.48,303750
1,8,78.68,304000
1,9,78.08,304250
1,10,77.68,304500
1,10,76.06,304750
1,9,74.82000000000001,305000
1,9,72.84,305250
1,11,72.48,305500
